"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"WBGene00003955",7.31235917778486,-3.62878453821022,0.938392571333507,-3.8670218084245,0.000110172578896902,0.00164101804731368
"WBGene00019947",11.031551766094,-2.50943611557527,0.61401058303445,-4.08695906049957,4.37064207028304e-05,0.000731129970936578
"WBGene00004374",26.5221221292582,-4.8106139161753,0.702063078187291,-6.85211068013458,7.27682184217823e-12,1.58246618994569e-09
"WBGene00022257",8.0152201577435,-3.31329169114711,0.845232246708065,-3.91997785703447,8.8557104856271e-05,0.00136260979264696
"WBGene00015938",5.27505607235259,-2.25402439708627,0.830280879766689,-2.71477333998063,0.00663211444993168,0.0411683298490526
"WBGene00016084",5.61798166236033,-5.80265036096785,1.27742443506335,-4.54246075281946,5.56013504767686e-06,0.000138451607065053
"WBGene00017989",4.46505264219132,-2.83699204955914,1.00801659294759,-2.81442991058644,0.00488638319089207,0.0322659554022064
"WBGene00006930",411.410411200367,-6.36505004657688,0.354000469954779,-17.9803434933009,2.77766468066115e-72,1.81214843766333e-68
"WBGene00019504",5.31217844597351,-2.65680416957019,0.896441205594513,-2.96372383709004,0.0030394092108247,0.0225074979471287
"WBGene00016178",5.47860455971023,-2.70020856887221,0.900919672706738,-2.99716906032217,0.00272499547626593,0.0206479332022752
"WBGene00009006",5.72620101525065,-2.08312990315001,0.770471699713953,-2.70370722756384,0.00685706763651899,0.0424435571732921
"WBGene00003864",9.42681132815544,-2.92990297044742,0.708122111402129,-4.13756741001354,3.51007344061465e-05,0.00061558384748844
"WBGene00009186",11.0503868313722,-3.4748182287161,0.741452764841257,-4.68649979268747,2.77917100891136e-06,7.7816788249518e-05
"WBGene00001607",15.9668696448541,-3.76155136859396,0.666749951135356,-5.64162226362179,1.68455353623999e-08,1.2488667352761e-06
"WBGene00011746",5.1490874556937,-2.20478746391167,0.836450225413465,-2.63588602994497,0.00839179120706351,0.0485355016266687
"WBGene00001653",3.06461508855132,-3.87960021672847,1.36396621016455,-2.84435214583536,0.0044501834293699,0.0300860069359681
"WBGene00012385",1.87768941161905,-4.22018399612805,1.52497157751147,-2.76738534564348,0.00565079181438937,0.036213915321293
"WBGene00010351",66.7350569692824,-4.64975146415267,0.450831255392818,-10.3137291581553,6.10840634191248e-25,9.96281074365925e-22
"WBGene00010354",1.87447098828717,-4.21840702929587,1.52556678441925,-2.76514084626045,0.00568982226276218,0.0363569054282669
"WBGene00009035",16.2472633709681,-4.84118907127167,0.888797855486476,-5.446895535793,5.12565457347377e-08,3.1847400416517e-06
"WBGene00006916",5.1995851139199,-2.61713786602451,0.890508245422078,-2.93892603406951,0.0032935166306992,0.0241425870771703
"WBGene00000417",5.5779265740618,-2.03226066200426,0.773994137279497,-2.62567965843698,0.00864761595253124,0.0494452642193811
"WBGene00003230",24.5868602423571,-2.60703470346312,0.439785692629826,-5.92796615977569,3.06709682106993e-09,3.22737736462261e-07
"WBGene00012866",10.6322388971979,-4.81180597335447,1.08645101450789,-4.42892123906203,9.47055976252422e-06,0.000212322790002433
"WBGene00004239",10.4473930300434,-5.70831046483237,1.23627867194689,-4.61733312590674,3.88703025958951e-06,0.000102667957139927
"WBGene00007458",6.78505711207497,-6.07381036322875,1.2603825174881,-4.81902143115541,1.44264058417196e-06,4.46056264034969e-05
"WBGene00012879",5.78924809245827,-4.84001271248598,1.27596543324548,-3.79321616901109,0.000148708590542643,0.00204678237278524
"WBGene00010084",2.44875531980808,-4.60457324268424,1.43106737813522,-3.21757962835008,0.00129277136679308,0.011569328390889
"WBGene00013297",4.16758613772046,-5.37292029006358,1.31616793097809,-4.0822452542745,4.46026909936338e-05,0.000742316214394048
"WBGene00001606",5.3551794624331,-5.7310483916556,1.28791175727348,-4.44987660007724,8.59196426721334e-06,0.000194681556643087
"WBGene00008710",4.82253001203221,-3.61378825613936,1.15286593011433,-3.13461276089665,0.00172081103765474,0.0146944649341093
"WBGene00019971",5.68584417346404,-3.87369864412352,1.13500552595708,-3.41293373074731,0.000642675681230987,0.00681758722658692
"WBGene00000387",1.87768941161905,-4.22018399612805,1.52497157751147,-2.76738534564348,0.00565079181438937,0.036213915321293
"WBGene00003159",10.2960607449733,-3.07309240872919,0.697094910155737,-4.40842755263072,1.0412383841036e-05,0.000231055755710609
"WBGene00017986",4.08120321790783,-4.31167134629048,1.31526064717629,-3.2781877535431,0.00104475879465799,0.00997951153198939
"WBGene00017931",3.08784979560345,-3.88449052665119,1.37013104676009,-2.83512335249736,0.00458079947372155,0.0306488899969664
"WBGene00020948",6.10666547943798,-4.91548770013005,1.27273955319175,-3.86213164178256,0.000112401967903934,0.00167041102187987
"WBGene00004984",20.3054252435893,-4.40601833593333,0.705385637889655,-6.24625467157948,4.20411503383404e-10,5.71409301681943e-08
"WBGene00001399",1.89277598411587,-4.22851587699136,1.53892164979741,-2.74771355484408,0.00600124130593987,0.0380117459028658
"WBGene00016501",5.81435230524543,-2.12138355330266,0.779857067414847,-2.7202209763064,0.0065238303604217,0.040573373947942
"WBGene00003865",14.9762936714105,-6.23879135275549,1.22219596385242,-5.104575319567,3.31538207912862e-07,1.37767851491943e-05
"WBGene00004078",18.5495298375122,-5.04026490245973,0.884609733227692,-5.69772715937595,1.21415150308578e-08,9.57243438747521e-07
"WBGene00011898",3.44510402665111,-5.09854164088421,1.35995536230369,-3.7490507278471,0.000177505181729062,0.00238771918680496
"WBGene00008371",2.80281843278668,-3.73722819599603,1.38897989488874,-2.69062799954739,0.00713176703585922,0.0437701299547935
"WBGene00008377",7.29154197209648,-5.17744800329252,1.25669562222435,-4.11989021981985,3.79052957574656e-05,0.000662986996036744
"WBGene00008378",10.2289538037194,-6.66709069243814,1.23515180003219,-5.39779053251947,6.74665682186654e-08,4.00138082780521e-06
"WBGene00008921",6.60985525448718,-4.09090369859571,1.11773098742446,-3.66000741200011,0.000252207952828294,0.00314008527528968
"WBGene00007118",6.30189087691577,-2.93133471346131,0.884143946948537,-3.31544962059434,0.000914958314157112,0.00890923588292687
"WBGene00014124",5.94312714882067,-2.46262444681865,0.808787038201994,-3.04483668815128,0.0023280668780371,0.0183212404249868
"WBGene00008218",18.4501480951684,-4.60342808991574,0.780886051811138,-5.89513422507527,3.74376933721117e-09,3.86744354254762e-07
"WBGene00011195",6.60324109089178,-2.32806894960706,0.745768987341532,-3.12170255015029,0.0017980850963863,0.0152346846348367
"WBGene00044081",3.07276322310663,-3.87960031348297,1.36357342076328,-2.84517155762051,0.004438750924564,0.0300398454687298
"WBGene00044080",5.37992130492557,-5.7353694206734,1.28470187286547,-4.46435826226432,8.03090904941898e-06,0.000188466369202912
"WBGene00011320",2.9084352309502,-4.84813079118017,1.37876042594157,-3.51629674014565,0.000437611588633458,0.00493087738211517
"WBGene00003155",9.72456990714693,-2.98077373185291,0.70253623281252,-4.24287544561188,2.20673925944362e-05,0.000413700199097994
"WBGene00000868",16.0031534196294,-5.42470834905194,1.06940881228675,-5.07262357175841,3.92368177433683e-07,1.55139999368324e-05
"WBGene00011689",1.86260283912223,-4.21187941018324,1.53462668959806,-2.74456285605615,0.00605915497144988,0.0382671123269496
"WBGene00008825",5.30871240993593,-5.72294491130432,1.28605294557007,-4.45000723416367,8.58673969674042e-06,0.000194681556643087
"WBGene00012020",5.24338705234762,-3.74491904534678,1.14642756445725,-3.26659892124954,0.00108847771975828,0.010366757144092
"WBGene00012316",5.71991064573969,-2.07701810156576,0.769721090362594,-2.69840352248545,0.00696729298397199,0.0429291541924188
"WBGene00006929",109.766825560647,-6.89712412407199,0.685383031697109,-10.0631673168122,8.03702123814897e-24,1.04867053115368e-20
"WBGene00022822",3.78132800073727,-5.22662208290099,1.33121309913394,-3.92620992559443,8.62948485428089e-05,0.00133726268858263
"WBGene00045394",2.97456151050665,-4.88680089987169,1.82454345042178,-2.67836915516702,0.00739816309607244,0.0450017075935372
"WBGene00022820",3.21026209254824,-4.98918820093273,1.37706973287752,-3.62304688122608,0.000291153026562166,0.00347414797281982
"WBGene00006928",27.7758998785689,-5.6369167113147,0.874064040541818,-6.44908891094578,1.12524538898925e-10,1.74788117089664e-08
"WBGene00006927",39.4662862975118,-7.64624136305592,1.20739207134489,-6.33285702674766,2.40662556247547e-10,3.48907225990888e-08
"WBGene00017177",2.14491736988486,-4.41660399296628,1.47066853775549,-3.00312672745882,0.00267221132128138,0.0203424815169659
"WBGene00006926",218.670932138592,-6.75294273768765,0.482876387731595,-13.9848269852475,1.92945490680054e-44,6.29388190598337e-41
"WBGene00018605",1.87125256495528,-4.21660222484055,1.53294690113863,-2.75065119457731,0.00594769371189258,0.0378559972061267
"WBGene00006925",93.9929301047301,-7.41499099519358,0.857945159558919,-8.64273306117343,5.48840467986183e-18,3.97848357015762e-15
"WBGene00016534",13.6601678021946,-6.10065824052277,1.22395392127919,-4.98438555117073,6.21590248734243e-07,2.21598622007771e-05
"WBGene00003410",5.46334703614813,-5.76336942929738,1.28112921740186,-4.49866364064783,6.83819498937427e-06,0.000164621343581837
"WBGene00013867",3.85288558279489,-5.26288735861514,1.33664633981876,-3.93738208966237,8.23753860201791e-05,0.00129498076721843
"WBGene00013392",1.86903968578599,-4.21547914111243,1.5333835036839,-2.74913557566316,0.00597526656262146,0.0378918809266956
"WBGene00013393",6.35776322509579,-5.97950973938505,1.26591547700925,-4.72346680957859,2.31857813639415e-06,6.66361399199799e-05
"WBGene00013394",4.33187603392831,-5.42635626600198,1.30853335068785,-4.14689947577533,3.37007935211893e-05,0.000597456459054998
"WBGene00011011",2.45418662230926,-4.60671597798289,1.41895343822368,-3.24655894540826,0.00116809256257479,0.0108265619478933
"WBGene00010492",3.73063698074563,-5.213780097561,1.33802942659858,-3.89661093688725,9.7548135284495e-05,0.00146636874330886
"WBGene00010555",2.16000394238168,-4.42364574799676,1.46137812698622,-3.02703705927197,0.00246963678703553,0.0192726200940429
"WBGene00006541",3.84054314761502,-3.24605576250386,1.20151585382946,-2.70163373388546,0.00689997254104247,0.0426686453628067
"WBGene00010011",1.87447098828717,-4.21840702929587,1.52556678441925,-2.76514084626045,0.00568982226276218,0.0363569054282669
