"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"WBGene00194703",6.87764551885402,5.44050785878776,1.26664201560475,4.29522137412299,1.74519099799274e-05,0.000346067661729624
"WBGene00022594",2.71994248682895,5.0957514199342,1.40941686958196,3.61550335455089,0.000299764592925013,0.00354286993522243
"WBGene00022593",2.0188734516322,4.65965675093447,1.54632501620692,3.01337474469917,0.00258359667503681,0.0198298643622825
"WBGene00018158",2.71851201302903,5.09516031649893,1.4184018749461,3.59218385599818,0.00032791835577828,0.00383394149300627
"WBGene00019430",9.94167922098357,6.96028494946481,1.36311214710885,5.10617190539129,3.28750640012111e-07,1.37485203553783e-05
"WBGene00020414",20.0298812365057,7.97391019747303,1.2146853691495,6.56458898739864,5.21765777538408e-11,9.72571409331593e-09
"WBGene00020419",2.92394557069384,5.19585424361784,1.38579733825069,3.74936081936527,0.000177285855667954,0.00238771918680496
"WBGene00022634",2.89866404097505,4.14281570129368,1.38815527335648,2.98440367645371,0.00284131645645152,0.0213066075424019
"WBGene00022635",4.55253959750681,5.83661057179956,1.31119838352244,4.45135583230353,8.53298112043244e-06,0.000194681556643087
"WBGene00015907",4.19914413230858,5.71855275549807,1.32179377780038,4.32635775076383,1.51595140599459e-05,0.000310935063326505
"WBGene00020713",6.39328484273997,6.32471997709805,1.27543991014284,4.95885374669649,7.09103237886714e-07,2.46890926142085e-05
"WBGene00016491",2.35025075252011,4.88636819016983,1.45616519376822,3.35564138676124,0.000791811707349556,0.00788668637976871
"WBGene00020661",8.96912213519104,6.81193759766416,1.24686393556171,5.4632565778682,4.67478155268167e-08,2.93252642785531e-06
"WBGene00020659",1.80914847256761,4.50787327526073,1.59144526890384,2.83256569568721,0.00461760764919508,0.03070873833165
"WBGene00006423",3.98994561795753,4.62847954168069,1.33365053707783,3.47053400647382,0.000519424566023065,0.00562911273876159
"WBGene00016742",2.55711478398485,5.0027552627211,1.43566850130763,3.48461727631729,0.000492841431134474,0.00539479445758609
"WBGene00016266",3.08494038192939,4.23683332399206,1.37545828785167,3.08030665954224,0.00206787562457969,0.017033864362068
"WBGene00010871",2.72137296062888,5.09624996205935,1.4066597106635,3.62294442886655,0.000291268416029487,0.00347414797281982
"WBGene00008541",11.0770553704253,7.12092709014604,1.23792485459521,5.75230965249058,8.80323629465281e-09,7.65087042878116e-07
"WBGene00004958",5.10993814656992,6.00199463922738,1.29636074728784,4.62987995570244,3.65877782863963e-06,9.82299035145882e-05
"WBGene00012138",2.18027068067638,4.77546386061384,1.48216412620675,3.22195347747047,0.00127319806484589,0.0114098134272728
"WBGene00009143",3.1183700462035,5.28665427091479,1.37590362636088,3.84231436681174,0.000121879589227299,0.00177702411545654
"WBGene00011968",10.964546948713,7.10270342131912,1.23507512508239,5.75082703640828,8.88079354382537e-09,7.65087042878116e-07
"WBGene00009271",2.92823699209362,5.19719256386111,1.39639949727294,3.72185221636847,0.000197766763070722,0.00258046072454678
"WBGene00006790",1.99828576112181,4.64969117474921,1.51864654576527,3.06173361254784,0.00220059198332726,0.0175056165898821
"WBGene00010114",1.99828576112181,4.64969117474921,1.51864654576527,3.06173361254784,0.00220059198332726,0.0175056165898821
"WBGene00011918",7.318944652312,6.5188132952652,1.26131688143852,5.16825976976582,2.36283746077189e-07,1.09327316270041e-05
"WBGene00010366",6.16163345583436,5.27674394915267,1.28393711424345,4.10981495169406,3.959763058587e-05,0.000687061015803766
"WBGene00008313",2.00500342187719,4.65292252934081,1.50836024006677,3.08475548860585,0.00203719556384468,0.0168663246935567
"WBGene00012115",2.90764930158323,5.19088762047874,1.38956417802406,3.73562279639369,0.000187251176258121,0.00249701887605907
"WBGene00011378",2.49651646699087,3.92748037008218,1.43472765122444,2.73743965743628,0.00619194785131994,0.0388799497420705
"WBGene00013956",7.52151726237697,6.55675735431153,1.2615259821492,5.19748102464056,2.02007152988505e-07,9.76218271182966e-06
"WBGene00001414",2.37612562998596,4.89648507444872,1.44170612074799,3.39631288511719,0.000683002372688956,0.00714087737086979
"WBGene00007977",4.32754640532289,4.75170022263376,1.33987903511281,3.54636508081022,0.000390584688551374,0.00451004337718436
"WBGene00009457",4.14453342977702,5.70642842557069,1.34353278625726,4.24733097989171,2.16332254338258e-05,0.000408187872106245
"WBGene00023490",4.17998691559811,5.71457775776545,1.3232178038956,4.3186977540217,1.56952551014796e-05,0.000318940603271206
"WBGene00009459",2.02273016478773,4.66129596029275,1.51499547764945,3.07677219441265,0.00209255154331574,0.0171289915540676
"WBGene00010136",3.63888463564561,5.51392591690003,1.34482802682912,4.10009741535574,4.1297626385474e-05,0.000703461395662748
"WBGene00004901",2.18456210207615,4.77727370413079,1.4817237169816,3.22413257571561,0.00126354887700396,0.0113715713747482
"WBGene00009959",12.3704153831948,7.27911260064283,1.23709120612955,5.8840549222048,4.00334894150326e-09,4.01813053759496e-07
"WBGene00006532",8.41987172068323,6.7207749433551,1.25095384241592,5.37252032447137,7.76436747629951e-08,4.32946439447675e-06
"WBGene00009344",8.41987172068323,6.7207749433551,1.25095384241592,5.37252032447137,7.76436747629951e-08,4.32946439447675e-06
"WBGene00012296",5.11951675492516,6.00361970111827,1.29738327938654,4.62748348657385,3.70135734549654e-06,9.85618584572222e-05
"WBGene00014116",3.28163245729185,5.36364051216856,1.37217972785674,3.90884692674058,9.27376991968109e-05,0.00141030477752912
"WBGene00009178",4.0673281823331,3.07076695035829,1.03466510839825,2.96788489863363,0.00299856594334753,0.0222776356932933
"WBGene00009754",2.73909970353942,5.10206680562994,1.40045341806844,3.64315352428281,0.000269318093300636,0.00332142011473223
"WBGene00009268",2.74196065113927,5.10300346354607,1.40871399441199,3.62245529169753,0.000291819909427539,0.00347414797281982
"WBGene00000096",2.35320345658926,3.826159871576,1.45526200321183,2.62918970132628,0.00855886015816094,0.049184083313064
"WBGene00008063",2.21043697954201,4.78835494795443,1.48166344519404,3.23174264944313,0.00123037811249795,0.0111331301053212
"WBGene00011491",4.57169681421727,5.84026332887847,1.31247129368326,4.44982176523544,8.59415823317124e-06,0.000194681556643087
"WBGene00011493",2.56383244474023,5.00511006181697,1.4212583339722,3.52160472320922,0.000428943207186393,0.00486682692814614
"WBGene00007301",6.73862392985219,5.4061641893513,1.27018549244748,4.25620054826348,2.0793020979814e-05,0.000397811345666588
"WBGene00009160",1.829736163078,4.51908356917774,1.55813652961139,2.90031295929171,0.00372790249039221,0.0266383744220359
"WBGene00013696",4.76039939452723,5.89791955579415,1.30569924835054,4.51705824541513,6.27046618945469e-06,0.000153215436029972
"WBGene00007159",3.06805076507172,5.2716713009037,1.40009550665625,3.7652226407709,0.000166400744455654,0.00225227895607612
"WBGene00013700",5.83159487227707,6.19343195223839,1.279881166479,4.83906796540864,1.30449434448648e-06,4.07201966671282e-05
"WBGene00013701",4.02773358666492,5.65685616752244,1.32862750418652,4.25766902288086,2.06569470899301e-05,0.000397811345666588
"WBGene00013859",1.64202934832373,4.36429896457589,1.63804589749981,2.66433252648001,0.00771412665586758,0.045793414288335
"WBGene00013711",4.02244639970946,5.65569555144564,1.32862416913342,4.25680616297571,2.07367995625054e-05,0.000397811345666588
"WBGene00013713",4.02244639970946,5.65569555144564,1.32862416913342,4.25680616297571,2.07367995625054e-05,0.000397811345666588
"WBGene00013894",27.4443382960413,2.35776799640777,0.37206813436815,6.33692536022133,2.34395468934601e-10,3.47544554393031e-08
"WBGene00013723",7.27248208433576,6.51332600710897,1.26213749836874,5.16055185392017,2.46222949620804e-07,1.1233276386896e-05
"WBGene00015230",1.9901376265665,4.64554249575407,1.5424292684163,3.01183502600668,0.00259673679784264,0.0198839329449828
"WBGene00015236",1.99828576112181,4.64969117474921,1.51864654576527,3.06173361254784,0.00220059198332726,0.0175056165898821
"WBGene00015024",8.52995390303995,6.74426234991591,1.25524010934805,5.37288627067433,7.74862047045482e-08,4.32946439447675e-06
"WBGene00016461",2.57055010549562,5.00751690229354,1.42382357008367,3.5169504196361,0.000436535314388274,0.00493087738211517
"WBGene00016462",4.05789988553055,5.6638596992147,1.34377366658416,4.21489112345242,2.49898717020739e-05,0.000461852473043428
"WBGene00020860",4.13983959056862,4.68636044490256,1.33651334607824,3.50640751822933,0.000454199242462411,0.00506529206465772
"WBGene00077519",2.554253836385,5.00174679389066,1.41952757822685,3.52352914491341,0.00042584026022236,0.00484003807960049
"WBGene00013125",6.57097834089476,6.36471973982769,1.26973186705422,5.0126486583296,5.36858696307791e-07,1.9676776037708e-05
"WBGene00013928",6.57813070989439,6.36564587741531,1.27148684389926,5.00645831135291,5.54406622176437e-07,1.99831425584479e-05
"WBGene00013927",4.01286779135423,5.65362451431848,1.32781589175167,4.25783766366898,2.064137464317e-05,0.000397811345666588
"WBGene00013930",3.79785562533418,5.57881252050395,1.34681596703931,4.14222333045828,3.4395516693275e-05,0.000608120192159691
"WBGene00013933",5.29335353992442,6.05277641755089,1.29003614206646,4.6919432876161,2.70622153251394e-06,7.61008158539696e-05
"WBGene00013181",8.04600732682287,2.37603970422602,0.651898662050694,3.64479917285251,0.000267600682048297,0.00331906245186899
"WBGene00010650",2.19127976283154,4.78015548190428,1.46924731662805,3.25347232409776,0.00114003829866716,0.0108104794484077
"WBGene00010651",6.38227576058481,6.32323156639471,1.27280385682472,4.96795443578349,6.76628554406598e-07,2.37329284352078e-05
"WBGene00009416",3.28020198349192,5.36327986100551,1.3655799064323,3.92747420765554,8.58426233463382e-05,0.00133660447425181
"WBGene00010246",2.8751485198313,4.1381174681937,1.39327475498448,2.97006563378076,0.00297736129429485,0.0221992058102624
"WBGene00011026",2.19271023663146,4.78075078427268,1.47248612739503,3.24672042427339,0.00116743007382046,0.0108265619478933
"WBGene00007601",7.46833703364534,6.55057842341058,1.25937945894344,5.20143343365802,1.97757303010934e-07,9.70051612664162e-06
"WBGene00012480",2.53518837614384,3.94083737311524,1.43650695408858,2.74334722981942,0.00608163391558214,0.0383719339122417
"WBGene00012500",6.95597057875854,6.4451785473143,1.26528635994517,5.09384970181264,3.50864954912096e-07,1.43964966405441e-05
"WBGene00014238",2.17212254612107,4.77192348912759,1.48552278476145,3.21228562636545,0.00131683383781612,0.0116725868993375
"WBGene00014197",3.83473958495519,5.5874828615223,1.33400734742297,4.18849481775059,2.80810721835141e-05,0.000510308955223527
"WBGene00014100",2.01601250403235,4.65807598175643,1.51044521941211,3.08390924867136,0.00204299904972671,0.0168715516460975
"WBGene00010578",2.58012871385085,5.01106589565881,1.43280775647901,3.49737490811262,0.00046986101003465,0.0052132197780035
"WBGene00013684",2.38856518594105,4.901345580104,1.45354297422516,3.37199908569388,0.000746246961284737,0.00758335697106172
"WBGene00020179",3.27591056209215,5.36214483173979,1.36562330837562,3.92651824178218,8.61843588361046e-05,0.00133726268858263
"WBGene00019920",2.02416063858766,4.66195884024164,1.51478674226978,3.07763377520462,0.00208651163618212,0.0171225181313863
"WBGene00018575",1.64489029592358,4.36603159492623,1.63699502119249,2.66710132798432,0.00765086008613502,0.0456254215739898
"WBGene00021969",4.8964482108191,4.93484432810297,1.29906225056578,3.79877432813838,0.000145413419142443,0.00201417653181592
"WBGene00018822",3.08005561278256,5.27544909216223,1.39290618683312,3.78736855506139,0.000152251182255528,0.00208673679209047
"WBGene00194714",2.35025075252011,4.88636819016983,1.45616519376822,3.35564138676124,0.000791811707349556,0.00788668637976871
"WBGene00017213",1.64202934832373,4.36429896457589,1.63804589749981,2.66433252648001,0.00771412665586758,0.045793414288335
"WBGene00016335",1.63388121376842,4.35926304850601,1.64107072366597,2.65635294423381,0.00789908939140886,0.0462600172258092
"WBGene00018783",3.26776242753684,5.35992900335022,1.36683894684614,3.92140494366054,8.80341762544381e-05,0.00135776587679422
"WBGene00019586",3.6078143276936,4.48018474207524,1.34475953847449,3.33158800060092,0.000863519934322181,0.00848869079002301
"WBGene00018379",3.98556244008845,5.64755355526257,1.33538160841943,4.22916829141226,2.34556840657829e-05,0.000437213950986193
"WBGene00018389",2.2022888449867,4.78482603041754,1.47737222446654,3.23874102353946,0.00120058532824299,0.0109394115662811
"WBGene00019337",2.53509661967453,4.99489308564344,1.42932441233607,3.4945832048582,0.000474802587888311,0.00525018997183617
"WBGene00017059",2.74724783809473,5.10472178070167,1.40223061403531,3.6404295624465,0.000272183562977704,0.00334411594136826
"WBGene00017058",2.16683535916561,4.76927105764118,1.50840801644089,3.16179111066669,0.00156802001189183,0.013585342041942
"WBGene00044366",1.82158802852269,4.51474396793957,1.56628789406404,2.88244835770592,0.00394597812019877,0.0274547012284533
"WBGene00019684",10.1597272083472,5.09514263566908,1.09269384883856,4.66291874991771,3.11755862290073e-06,8.58183647924234e-05
"WBGene00019689",11.3918257408633,5.26455983891012,1.08411673370601,4.85608207606336,1.19731089911276e-06,3.81036892966421e-05
"WBGene00022444",6.54796441102876,6.36169520254163,1.27041360141908,5.00757800092466,5.51192171329137e-07,1.99831425584479e-05
"WBGene00021289",1.64345982212365,4.3651622748572,1.63044257618063,2.6772867309947,0.00742210873247181,0.0450017075935372
"WBGene00021288",4.7048846829093,4.8766409277451,1.30655153301267,3.73245203463229,0.000189624813548422,0.00251445586095509
"WBGene00002114",11.142675155112,7.12618828533255,1.23416278593279,5.77410724627101,7.7362153077939e-09,7.00987064833992e-07
"WBGene00077522",7.13938597211304,6.4826971426283,1.26282376638705,5.13349314067422,2.84413400874274e-07,1.22073225480511e-05
"WBGene00015913",92.6043576121269,2.12633503925127,0.259342646534464,8.19894092878665,2.42514052046796e-16,1.43832879595754e-13
"WBGene00018196",6.74811078173812,6.40351649787207,1.2739289997281,5.02658821585723,4.99282862154856e-07,1.86132651011331e-05
"WBGene00017183",5.27991821841365,6.05050152565708,1.29952624075404,4.65592870379155,3.22523538437595e-06,8.81941384504951e-05
"WBGene00020293",1.62573307921311,4.35408634042241,1.65579583589042,2.62960338831928,0.0085484534019918,0.049184083313064
"WBGene00015855",3.09106469493772,5.27886223495628,1.37628604045376,3.83558510352677,0.000125265720261468,0.00180007391847096
"WBGene00015856",4.1948527109088,5.71768265318534,1.32178819502222,4.32571774715329,1.52035998162408e-05,0.000310935063326505
"WBGene00015845",1.79285220345699,4.49839727030645,1.61875880284375,2.778917564744,0.00545403642448466,0.0351949887570108
"WBGene00015847",6.91236895838215,6.43974048298166,1.26739530694359,5.08108279058689,3.75289499310468e-07,1.5020789530684e-05
"WBGene00015848",2.00786436947704,4.65424234388068,1.51719044906851,3.06767179211956,0.00215733418406156,0.0173449911640765
"WBGene00021718",1.62573307921311,4.35408634042241,1.65579583589042,2.62960338831928,0.0085484534019918,0.049184083313064
"WBGene00021118",4.17326925484273,5.7130287510598,1.33091932530154,4.2925432386861,1.76638138239297e-05,0.000349208246628234
"WBGene00021117",2.39671332049635,4.904600642536,1.45774988399211,3.36450079426832,0.00076682263554797,0.00774419639986835
"WBGene00021142",2.01029060883265,4.65549404178058,1.54772482649518,3.00795978851288,0.0026300793598061,0.0200685821559941
"WBGene00303365",3.07762937342696,5.27465262543494,1.39520435014232,3.78055918826293,0.000156476512831775,0.00212677660357188
"WBGene00019856",3.07619889962703,5.27438048453006,1.38723023294965,3.80209453287015,0.000143477957993236,0.0019958426395477
"WBGene00006495",5.48816869255204,2.71974841781529,0.856765546963263,3.17443719282973,0.00150127377229326,0.013093997447114
"WBGene00015820",2.94596373500416,5.20279302181949,1.40184102853001,3.71140016302363,0.000206115961891131,0.00267336090532354
"WBGene00019216",1.99685528732188,4.64906095012751,1.51328213680305,3.07217063960663,0.0021250820522105,0.0172652992635384
"WBGene00023425",1.64489029592358,4.36603159492623,1.63699502119249,2.66710132798432,0.00765086008613502,0.0456254215739898
"WBGene00004122",18.8899393072066,6.91701127970686,1.21749374395147,5.68135262630356,1.33633634601867e-08,1.02567744957951e-06
"WBGene00018047",3.05391501605399,4.2312185848397,1.376315878338,3.0743077598939,0.00210991652043292,0.0172494929565217
"WBGene00018048",10.583846132249,7.05254794710259,1.23664059057479,5.70298921194604,1.1772443575998e-08,9.4819039370137e-07
"WBGene00018049",3.08005561278256,5.27544909216223,1.39290618683312,3.78736855506139,0.000152251182255528,0.00208673679209047
"WBGene00020223",5.11951675492516,6.00361970111827,1.29738327938654,4.62748348657385,3.70135734549654e-06,9.85618584572222e-05
"WBGene00003424",3.61157928437983,5.50690737566082,1.36108039552593,4.04598243701315,5.21041395716915e-05,0.000858402541832614
"WBGene00016356",2.34067214416487,4.88229718683288,1.47061490142923,3.3199018873588,0.000900490892504867,0.00879461464476311
"WBGene00003435",7.61546181512588,5.58832743421784,1.2576343988319,4.44352304565485,8.84976721677705e-06,0.000199089245938805
"WBGene00016357",3.65132419160069,5.5168951336364,1.34478459324528,4.10243778917994,4.08819797298837e-05,0.000700036839259216
"WBGene00016351",4.57026634041735,5.83997779316812,1.30969123037159,4.4590493222675,8.23239773627112e-06,0.000191814867255117
"WBGene00016358",4.37011996970799,5.77765177294495,1.3194059508005,4.37897962294286,1.19236279150289e-05,0.000253386802989083
"WBGene00017386",4.00615013059885,5.65211244710914,1.33517549941688,4.23323559305696,2.3035297067536e-05,0.000430608246614913
"WBGene00017387",2.88765495881989,4.1393722402485,1.39416561210268,2.969067809674,0.00298704672463313,0.0222206303665981
"WBGene00001757",6.78984722007035,6.40907032273096,1.27458752261671,5.02834855120285,4.94722019066883e-07,1.85846895719248e-05
"WBGene00003431",6.78984722007035,6.40907032273096,1.27458752261671,5.02834855120285,4.94722019066883e-07,1.85846895719248e-05
"WBGene00003429",4.39742532097377,5.78312165633601,1.31876659859136,4.38525032595855,1.15852471868532e-05,0.000251940508823433
"WBGene00003470",4.76898223732678,5.8996562453681,1.3168693478969,4.48006193992601,7.46213812025938e-06,0.000178325967386711
"WBGene00022761",2.73238204278404,5.09985114260241,1.407401794112,3.62359289574457,0.000290538786313621,0.00347414797281982
"WBGene00019086",2.01029060883265,4.65549404178058,1.54772482649518,3.00795978851288,0.0026300793598061,0.0200685821559941
"WBGene00017279",2.91436696233861,5.19295603826171,1.38790653172457,3.74157475273864,0.000182870764862947,0.00244477227452022
"WBGene00019024",2.33261576607887,3.81777836113887,1.44703245352766,2.63835019859553,0.00833104990186369,0.0482697775841552
"WBGene00019028",7.3395323428224,6.52138342749533,1.26640407507157,5.14952814497757,2.61142587283969e-07,1.15897567308885e-05
"WBGene00003438",7.3395323428224,6.52138342749533,1.26640407507157,5.14952814497757,2.61142587283969e-07,1.15897567308885e-05
"WBGene00019026",1.82015755472277,4.51400955211247,1.56032858969275,2.89298650420893,0.00381597693361863,0.0270602538205738
"WBGene00044388",2.35696841327549,4.88901756112356,1.45622910538795,3.35731344953518,0.000787038335933082,0.00787521181537949
"WBGene00016160",2.86992821590934,4.13359598751665,1.40254741750562,2.94720587405744,0.00320659639651401,0.0236382315150931
"WBGene00016161",2.53223567207468,4.9934959321384,1.45405943950384,3.43417593289192,0.000594358292841461,0.0063569278987094
"WBGene00003442",11.3754140640426,7.15366447119839,1.23752474497436,5.78062337763325,7.44243341167922e-09,6.93634793968504e-07
"WBGene00016416",4.16369064648749,5.7109185755838,1.33355805289858,4.28246716606803,1.84832412809289e-05,0.000364304127241027
"WBGene00003443",11.8869433928766,6.23709380736231,1.23421912534871,5.05347363305532,4.3384623376287e-07,1.67803860647706e-05
"WBGene00016414",1.81872708092284,4.51323454887161,1.56696364352874,2.88024203210483,0.00397369991304474,0.0274914297271515
"WBGene00022780",1.65303843047889,4.37102390859438,1.63404884507105,2.67496526911001,0.0074736992164162,0.0451223532131469
"WBGene00017139",2.20371931878662,4.78554486580438,1.49026675737159,3.21120017079675,0.00132181826225526,0.011685016724869
"WBGene00017215",2.51124556375566,3.92862168153383,1.42663113459834,2.75377537070219,0.00589121870231238,0.0375335066541855
"WBGene00003097",15.3889946151132,2.83689980979898,0.525987037782922,5.39347855748831,6.91065759500022e-08,4.06172343691725e-06
"WBGene00015942",3.23921753240956,3.3319481146942,1.24252232032444,2.68160020966398,0.00732709658457571,0.0447906986487525
"WBGene00004267",2.2022888449867,4.78482603041754,1.47737222446654,3.23874102353946,0.00120058532824299,0.0109394115662811
"WBGene00271819",1.64489029592358,4.36603159492623,1.63699502119249,2.66710132798432,0.00765086008613502,0.0456254215739898
"WBGene00019406",9.83488405527607,6.9477776077811,1.2410227396716,5.59842892936805,2.16303041964641e-08,1.56966759345801e-06
"WBGene00003469",9.45561371261199,6.89192448429387,1.24467233016806,5.53713962883974,3.07451438167111e-08,2.1567883683895e-06
"WBGene00019410",2.19271023663146,4.78075078427268,1.47248612739503,3.24672042427339,0.00116743007382046,0.0108265619478933
"WBGene00003457",7.79215954772499,5.62248693554271,1.25641991601262,4.47500621717796,7.64090893104016e-06,0.000180778386555866
"WBGene00022876",2.75825692024989,5.10838305955716,1.4082176256952,3.62755228051864,0.000286120852090703,0.00345676377599953
"WBGene00022874",2.2022888449867,4.78482603041754,1.47737222446654,3.23874102353946,0.00120058532824299,0.0109394115662811
"WBGene00022650",2.19271023663146,4.78075078427268,1.47248612739503,3.24672042427339,0.00116743007382046,0.0108265619478933
"WBGene00000771",3.0666202912718,5.2713983609223,1.39383866715286,3.78192863001139,0.000155617983652747,0.00211952343496977
"WBGene00020802",2.01601250403235,4.65807598175643,1.51044521941211,3.08390924867136,0.00204299904972671,0.0168715516460975
"WBGene00019425",2.35025075252011,4.88636819016983,1.45616519376822,3.35564138676124,0.000791811707349556,0.00788668637976871
"WBGene00017559",2.18313162827623,4.77671303365029,1.47341921523544,3.24192394415531,0.00118725702494762,0.0109061045907953
